Top pages,Clicks,Impressions,CTR,Position
https://www.jungleboys.com/menu/california/san-diego?dtche%5Bproduct%5D=up-variable-voltage-pod-battery-black-44795,5,114,4.39%,7.39
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=zourz-premium-pre-roll,5,113,4.42%,6.37
https://www.jungleboys.com/menu/florida/jungle-boys-gainesville?dtche%5Bproduct%5D=motor-breath-live-rosin-vape-pen,5,112,4.46%,6.9
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=lemon-jack-flavors-510-cartridge,5,110,4.55%,5.05
https://www.jungleboys.com/menu/california/orange-county?dtche%5Bproduct%5D=jungle-boys-gas-cake-3-5g-gold-mylar,5,106,4.72%,5.41
https://www.jungleboys.com/menu/florida/jungle-boys-north-miami-beach?dtche%5Bproduct%5D=zangria-premium-flower,5,99,5.05%,6.57
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bproduct%5D=lemon-banana-pie-cold-cure,5,95,5.26%,6.07
https://www.jungleboys.com/menu/california/downtown-los-angeles?dtche%5Bproduct%5D=decibel-gardens-acid-bath-75g-pre-roll,5,94,5.32%,6.23
https://www.jungleboys.com/menu/california/orange-county?dtche%5Bproduct%5D=jungle-boys-don-z-3-5g-gold-mylar,5,93,5.38%,6.05
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=purple-urkle-infused-pre-roll-0-5g,5,93,5.38%,6.38
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=rainbow-cloud-diamond-disposable-2g,5,92,5.43%,7.98
https://www.jungleboys.com/menu/california/san-diego?dtche%5Bproduct%5D=mountain-man-melts-shego-hybrid-live-rosin-1g,5,87,5.75%,3.82
https://www.jungleboys.com/menu/california/downtown-los-angeles?dtche%5Bpath%5D=brands/boutiq,5,85,5.88%,6.81
https://www.jungleboys.com/menu/florida/jungle-boys-miami-beach?dtche%5Bproduct%5D=orange-apricot-premium-flower,5,84,5.95%,6.92
https://www.jungleboys.com/menu/florida/jungle-boys-north-miami-beach?dtche%5Bpath%5D=products/concentrates/sugar,5,83,6.02%,9.84
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bpath%5D=products/concentrates/badder,5,81,6.17%,7.41
https://www.jungleboys.com/menu/florida/jungle-boys-west-palm-beach?dtche%5Bproduct%5D=blu-frootz-live-rosin-vape-pen,5,80,6.25%,6.21
https://www.jungleboys.com/menu/california/downtown-los-angeles?dtche%5Bproduct%5D=jungle-boys-la-gelato-5g-pops,5,79,6.33%,9.16
https://www.jungleboys.com/menu/california/downtown-los-angeles?dtche%5Bproduct%5D=vuze-papaya-peaches-1g-live-resin-cartridge,5,73,6.85%,6.12
https://www.jungleboys.com/menu/florida/jungle-boys-ocala?dtche%5Bproduct%5D=vanilla-velvet-flavors-cdt-distillate-vape-pen,5,73,6.85%,22.18
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=berry-white-jeeter-xl-infused-pre-roll-2g-21282,5,72,6.94%,6.79
https://www.jungleboys.com/menu/california/san-diego?dtche%5Bproduct%5D=st-ides-snooze-berries-4oz-shot-100mg,5,72,6.94%,7.74
https://www.jungleboys.com/menu/california/downtown-los-angeles?dtche%5Bproduct%5D=coldfire-asteroid-belt-1g-cured-resin-cartridge,5,70,7.14%,4.26
https://www.jungleboys.com/menu/california/san-diego?dtche%5Bproduct%5D=teds-budz-41-unicornz-hybrid-flower-3-5g,5,68,7.35%,7.54
https://www.jungleboys.com/menu/florida/jungle-boys-north-miami-beach?dtche%5Bproduct%5D=jelly-donut-premium-pre-roll,5,68,7.35%,15.22
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bproduct%5D=coma-live-resin-vape-pen,5,67,7.46%,3.73
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=06-og-55-piatella,5,67,7.46%,18.72
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=shibui-live-resin-cartridge-1g,5,66,7.58%,4.59
https://www.jungleboys.com/menu/florida/jungle-boys-miami?dtche%5Bproduct%5D=zom-6-premium-flower,5,64,7.81%,6.44
https://www.jungleboys.com/menu/florida/palm-harbor?dtche%5Bproduct%5D=blu-zerdz-premium-flower,5,63,7.94%,6.79
https://www.jungleboys.com/menu/florida/jungle-boys-miami?dtche%5Bproduct%5D=zom-3-premium-flower,5,63,7.94%,7.7
https://www.jungleboys.com/menu/california/san-diego?dtche%5Bproduct%5D=sherbinskis-x-doja-g41-hybrid-5pk-rosin-infused-prerolls-2-5g,5,60,8.33%,5.78
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=white-widow-crumble-1g,5,60,8.33%,6.85
https://www.jungleboys.com/menu/california/orange-county?dtche%5Bpath%5D=products/vaporizers/all-in-one,5,57,8.77%,7.28
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=kodiak-caviar-4-2g,5,56,8.93%,6.14
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bproduct%5D=london-pound-mints-x-champaya-cold-cure,5,56,8.93%,35.79
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=margy-cake-badder-1g,5,55,9.09%,4.25
https://www.jungleboys.com/menu/florida/jungle-boys-west-palm-beach?dtche%5Bproduct%5D=lemon-jack-flavors-510-cartridge,5,55,9.09%,4.44
https://www.jungleboys.com/menu/california/san-diego?dtche%5Bproduct%5D=mountain-man-melts-peach-oasis-hybrid-live-rosin-1g,5,54,9.26%,4.91
https://www.jungleboys.com/menu/florida/tampa?dtche%5Bproduct%5D=rso-dablicator-high-thc,5,53,9.43%,9.43
https://www.jungleboys.com/menu/california/downtown-los-angeles?dtche%5Bproduct%5D=lumpy-s-magnum-runtz-3-5g-flower,5,50,10%,3.5
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=classic-sativa-10-pack-7g,5,50,10%,4.58
https://www.jungleboys.com/menu/california/downtown-los-angeles?dtche%5Bproduct%5D=heritage-hash-co-kacklesnatch-1g-cold-cure-live-rosin,5,50,10%,6.86
https://www.jungleboys.com/menu/california/downtown-los-angeles?dtche%5Bproduct%5D=quale-gmo-1g-reserve-rosin-tier-1,5,48,10.42%,5.94
https://www.jungleboys.com/menu/florida/jungle-boys-jacksonville?dtche%5Bproduct%5D=deep-blue-z-live-resin-vape-pen,5,46,10.87%,9.48
https://www.jungleboys.com/menu/california/downtown-los-angeles?dtche%5Bpath%5D=products/concentrates/rosin,5,43,11.63%,5.23
https://www.jungleboys.com/menu/florida/jungle-boys-jacksonville?dtche%5Bproduct%5D=laguna-seca-premium-pre-roll,5,41,12.2%,3.63
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=caramel-chem-live-rosin-vape-pen,5,41,12.2%,5.24
https://www.jungleboys.com/menu/california/orange-county?dtche%5Bpath%5D=products/edibles/live-rosin-gummies,5,41,12.2%,6.98
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=cereal-milk-live-resin-disposable-1g,5,40,12.5%,6.3
https://www.jungleboys.com/menu/florida/jungle-boys-miami-beach?dtche%5Bproduct%5D=lemon-jack-flavors-510-cartridge,5,38,13.16%,5.5
https://www.jungleboys.com/menu/california/orange-county?dtche%5Bproduct%5D=jungle-boys-motor-breath-1g-flavors-aio-gas-tank,5,36,13.89%,5.86
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=honey-velvet-premium-pre-roll,5,35,14.29%,3.03
https://www.jungleboys.com/menu/florida/jungle-boys-miami-beach?dtche%5Bproduct%5D=zamarelo-premium,5,35,14.29%,4.83
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=blu-og-premium-flower,5,33,15.15%,3.82
https://www.jungleboys.com/menu/california/pomona?dtche%5Bproduct%5D=hasher-white-truffle-1g-live-rosin-3920,5,33,15.15%,4.55
https://www.jungleboys.com/menu/florida/jungle-boys-ocala?dtche%5Bproduct%5D=orange-apricot-live-rosin-vape-pen,5,33,15.15%,6.39
https://www.jungleboys.com/menu/florida/jungle-boys-west-palm-beach?dtche%5Bproduct%5D=wedding-cake-live-rosin-vape-pen,5,31,16.13%,6.03
https://www.jungleboys.com/menu/florida/jungle-boys-jacksonville?dtche%5Bpath%5D=products/concentrates/diamonds,5,31,16.13%,21.45
https://www.jungleboys.com/menu/california/downtown-los-angeles?dtche%5Bproduct%5D=jungle-boys-giraffe-puzzy-1g-pre-roll,5,30,16.67%,4.7
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=papaya-moose-live-resin-cartridge-0-5g,5,28,17.86%,5.93
https://www.jungleboys.com/menu/california/san-diego?dtche%5Bproduct%5D=teds-budz-chanel-no-5-hybrid-flower-3-5g,5,27,18.52%,3.37
https://www.jungleboys.com/menu/florida/jungle-boys-miami?dtche%5Bproduct%5D=its-it-cold-cure,5,23,21.74%,3.83
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bproduct%5D=ggs1-premium-flower,5,13,38.46%,3.38
https://www.jungleboys.com/menu/florida/jungle-boys-north-miami-beach?dtche%5Bpath%5D=info,4,3197,0.13%,11.99
https://www.jungleboys.com/menu/florida/jungle-boys-miami-beach?dtche%5Bpath%5D=info,4,2568,0.16%,12.6
https://www.jungleboys.com/menu/florida/jungle-boys-ocala?dtche%5Bpath%5D=brands/jungle-boys,4,2280,0.18%,11.55
https://www.jungleboys.com/menu/florida/jungle-boys-west-palm-beach?dtche%5Bpath%5D=brands/jungle-boys,4,1741,0.23%,8.54
https://www.jungleboys.com/menu/florida/jungle-boys-gainesville,4,1564,0.26%,7.4
https://www.jungleboys.com/menu/florida/jungle-boys-north-miami-beach?dtche%5Bpath%5D=brands/jungle-boys,4,1399,0.29%,8.81
https://www.jungleboys.com/menu/florida/jungle-boys-jacksonville,4,1350,0.3%,5.14
https://www.jungleboys.com/menu/florida/jungle-boys-north-miami-beach?dtche%5Bcategory%5D=concentrates,4,1089,0.37%,9.81
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bpath%5D=brands/fade-co,4,870,0.46%,9.34
https://www.jungleboys.com/menu/florida/tallahassee?dtche%5Bproduct%5D=mimosa-premium-flower,4,865,0.46%,8.22
https://www.jungleboys.com/menu/florida/ocala?dtche%5Bpath%5D=collection/804f3b89-e1d6-4015-99a0-966ffc9ada71,4,859,0.47%,8.23
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bpath%5D=brands/tru-infusion,4,688,0.58%,16.87
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bpath%5D=products/concentrates/live-resin,4,678,0.59%,4.86
https://www.jungleboys.com/menu/florida/jungle-boys-miami?dtche%5Bpath%5D=products/vaporizers/cartridges,4,544,0.74%,13.31
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bpath%5D=brands/abstrakt,4,542,0.74%,8.91
https://www.jungleboys.com/menu/florida/jungle-boys-ocala?dtche%5Bproduct%5D=orange-cookies-premium-flower,4,522,0.77%,5.94
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=la-kush-cake-live-rosin-disposable-0-5g,4,441,0.91%,13.99
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bpath%5D=products/concentrates/wax,4,418,0.96%,10.2
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bpath%5D=products/vaporizers/cartridges,4,405,0.99%,19.18
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bcategory%5D=edibles,4,404,0.99%,11.24
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bproduct%5D=coma-premium-flower,4,377,1.06%,10.05
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=apple-banana-gelato-7g,4,369,1.08%,8.38
https://www.jungleboys.com/menu/california/downtown-los-angeles?dtche%5Bpath%5D=products/flower/premium,4,366,1.09%,6.42
https://www.jungleboys.com/menu/florida/jungle-boys-bonita-springs?dtche%5Bproduct%5D=06-og-55-live-rosin-vape-pen,4,344,1.16%,13.36
https://www.jungleboys.com/menu/[retailer]/product/[slug],4,325,1.23%,14.32
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=legend-og-premium-flower,4,321,1.25%,6.37
https://www.jungleboys.com/menu/florida/tampa?dtche%5Bpath%5D=products/concentrates/diamonds,4,310,1.29%,8.64
https://www.jungleboys.com/menu/florida/jungle-boys-gainesville?dtche%5Bpath%5D=specials,4,304,1.32%,13.14
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=tropical-z-live-resin-cartridge-1g,4,303,1.32%,8.57
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bproduct%5D=spanish-honey-8-live-rosin-vape-pen-62847,4,289,1.38%,7.17
https://www.jungleboys.com/menu/jungle-boys-orange-county?utm_source=munchmakers,4,278,1.44%,6.35
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=bubba-bomb-cartridge-1g,4,269,1.49%,8.32
https://www.jungleboys.com/menu/florida/ocala?dtche%5Bproduct%5D=rainbow-belts-premium-flower,4,269,1.49%,9.65
https://www.jungleboys.com/menu/california/pomona?dtche%5Bpath%5D=brands/cold-fire-extracts,4,266,1.5%,8.67
https://www.jungleboys.com/menu/california/san-diego?dtche%5Bproduct%5D=teds-budz-hawaiian-jelly-roll-hybrid-flower-3-5g,4,261,1.53%,6.33
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=lemon-cherry-gelato-cartridge-1g,4,252,1.59%,7.49
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=sour-punch-premium-flower,4,249,1.61%,13.28
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=raspado-premium-flower,4,246,1.63%,7.68
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bproduct%5D=pi-ata-premium-flower,4,246,1.63%,12.91
https://www.jungleboys.com/menu/florida/jungle-boys-miami-beach?dtche%5Bproduct%5D=watermelon-z-live-rosin-vape-pen,4,243,1.65%,6.29
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bproduct%5D=trop-cherry-premium-flower,4,237,1.69%,12.29
https://www.jungleboys.com/menu/florida/jungle-boys-miami?dtche%5Bproduct%5D=vanilla-velvet-premium-flower,4,231,1.73%,5.97
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bproduct%5D=honey-banana-x-trop-cookies-12-jam,4,230,1.74%,4.67
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=hawaiian-dutch-disposable-2g,4,230,1.74%,8.3
https://www.jungleboys.com/menu/florida/orlando?dtche%5Bproduct%5D=blu-zerdz-premium-flower,4,227,1.76%,5.52
https://www.jungleboys.com/menu/florida/jungle-boys-miami?dtche%5Bproduct%5D=jelly-donut-flavors-510-cartridge,4,222,1.8%,6.85
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=maui-pineapple-diamond-disposable-2g,4,219,1.83%,10.89
https://www.jungleboys.com/menu/california/san-diego?dtche%5Bpath%5D=brands/teds-budz-co,4,218,1.83%,7.9
https://www.jungleboys.com/menu/florida/jungle-boys-miami-beach?dtche%5Bproduct%5D=zkittlez-burst-premium-pre-roll,4,213,1.88%,7.15
https://www.jungleboys.com/menu/florida/jungle-boys-miami-beach?dtche%5Bproduct%5D=the-budsy,4,212,1.89%,34.15
https://www.jungleboys.com/menu/florida/jungle-boys-ocala?dtche%5Bproduct%5D=all-cherriez-premium-flower,4,207,1.93%,14.49
https://www.jungleboys.com/menu/florida/jungle-boys-west-palm-beach?dtche%5Bpath%5D=products/vaporizers/live-resin,4,196,2.04%,8.2
https://www.jungleboys.com/menu/california/san-diego?dtche%5Bproduct%5D=sherbinskis-no-signal-sativa-live-resin-cartridge-1g,4,184,2.17%,6.63
https://www.jungleboys.com/menu/florida/orlando?dtche%5Bproduct%5D=jelly-donut-flavors-510-cartridge,4,183,2.19%,5.27
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bpath%5D=products/flower/infused-bud,4,182,2.2%,6.14
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bproduct%5D=amaretto-di-limon-premium-flower,4,180,2.22%,4.6
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bproduct%5D=fruit-punch-100mg-full-spec-cbd-chews-10pk,4,178,2.25%,6.13
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bproduct%5D=moon-pie-cured-rosin-vape-pen,4,178,2.25%,19.44
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=70s-nova-haze-live-resin-pod-1g,4,175,2.29%,6.37
https://www.jungleboys.com/menu/california/san-diego?dtche%5Bproduct%5D=710-labs-bootylicious-1-hybrid-live-rosin-badder-1g,4,171,2.34%,8.41
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=granddaddy-purple-infused-2-x-0-5g,4,170,2.35%,6.48
https://www.jungleboys.com/menu/florida/jungle-boys-north-miami-beach?dtche%5Bcategory%5D=vaporizers,4,169,2.37%,20.27
https://www.jungleboys.com/menu/florida/gainesville?dtche%5Bproduct%5D=jelly-donut-flavors-510-cartridge,4,168,2.38%,6.62
https://www.jungleboys.com/menu/florida/jungle-boys-north-miami-beach?dtche%5Bproduct%5D=zamarelo-premium-pre-roll,4,166,2.41%,8.16
https://www.jungleboys.com/menu/florida/ocala?dtche%5Bproduct%5D=amaretto-di-limon-premium-flower,4,164,2.44%,9.56
https://www.jungleboys.com/menu/california/orange-county?dtche%5Bpath%5D=brands/cannabis-brothers,4,162,2.47%,8.16
https://www.jungleboys.com/menu/florida/miami?dtche%5Bproduct%5D=jelly-donut-flavors-510-cartridge,4,155,2.58%,6.41
https://www.jungleboys.com/menu/florida/jungle-boys-north-miami-beach?dtche%5Bproduct%5D=frozen-grapes-premium-flower,4,154,2.6%,10.66
https://www.jungleboys.com/menu/florida/jungle-boys-west-palm-beach?dtche%5Bpath%5D=specials,4,153,2.61%,10.12
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bpath%5D=brands/micro-bar,4,152,2.63%,7.68
https://www.jungleboys.com/menu/california/downtown-los-angeles?dtche%5Bproduct%5D=jungle-boys-orange-cookies-1g-flavors-all-in-one,4,151,2.65%,6.03
https://www.jungleboys.com/menu/florida/gainesville?dtche%5Bproduct%5D=motor-breath-premium-flower,4,150,2.67%,6.27
https://www.jungleboys.com/menu/florida/jungle-boys-miami-beach?dtche%5Bproduct%5D=papaya-x-candy-fumez-full-melt,4,148,2.7%,25.64
https://www.jungleboys.com/menu/florida/jungle-boys-north-miami-beach?dtche%5Bproduct%5D=frozen-grapes-cured-rosin-vape-pen,4,147,2.72%,16.82
https://www.jungleboys.com/menu/california/downtown-los-angeles?dtche%5Bproduct%5D=lumpy-s-lemon-squarez-1g-pre-roll,4,141,2.84%,4.94
https://www.jungleboys.com/menu/florida/miami-beach?dtche%5Bcategory%5D=pre-rolls,4,137,2.92%,11.76
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=blackwater-og-disposable-2g,4,134,2.99%,10.72
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=zamarelo-live-rosin-vape-pen,4,130,3.08%,6.49
https://www.jungleboys.com/menu/florida/jungle-boys-miami-beach?dtche%5Bproduct%5D=puffco-plus-onyx,4,128,3.12%,7.59
https://www.jungleboys.com/menu/florida/gainesville?dtche%5Bproduct%5D=white-gummiez-premium-flower,4,128,3.12%,9.59
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bpath%5D=brands/green-dot-labs,4,124,3.23%,8.73
https://www.jungleboys.com/menu/florida/jungle-boys-miami-beach?dtche%5Bproduct%5D=lemon-kefir-live-resin-vape-pen,4,124,3.23%,9.75
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=gelonade-3-5g,4,123,3.25%,8.64
https://www.jungleboys.com/menu/florida/jungle-boys-jacksonville?dtche%5Bproduct%5D=g-ride-premium-pre-roll,4,123,3.25%,13.03
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bproduct%5D=06-og-67-live-rosin-vape-pen,4,122,3.28%,4.61
https://www.jungleboys.com/menu/florida/miami?dtche%5Bpath%5D=products/concentrates/rso,4,122,3.28%,16.78
https://www.jungleboys.com/menu/florida/jungle-boys-ocala?dtche%5Bproduct%5D=glazed-ice-premium-flower,4,122,3.28%,17.3
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=silver-project-09-3-5g,4,120,3.33%,2.22
https://www.jungleboys.com/menu/florida/tallahassee?dtche%5Bproduct%5D=shabang-premium,4,120,3.33%,5.72
https://www.jungleboys.com/menu/california/orange-county?dtche%5Bproduct%5D=jungle-boys-blam-3-5g-gold-mylar,4,120,3.33%,10.07
https://www.jungleboys.com/menu/california/pomona?dtche%5Bproduct%5D=decibel-gardens-alien-orange-14g-premium-flower,4,116,3.45%,9.28
https://www.jungleboys.com/menu/california/pomona?dtche%5Bpath%5D=brands/dee-thai,4,114,3.51%,9.61
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=jelly-donut-premium-flower,4,112,3.57%,11.32
https://www.jungleboys.com/menu/california/san-diego?dtche%5Bproduct%5D=coldfire-x-flight-path-jelly-rancher-sativa-cartridge-1g,4,111,3.6%,5.68
https://www.jungleboys.com/menu/florida/jungle-boys-daytona-beach?dtche%5Bproduct%5D=pink-cadillac-premium-flower,4,110,3.64%,8.55
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=r-bullz-3-5g,4,108,3.7%,6.3
https://www.jungleboys.com/menu/california/san-diego?dtche%5Bproduct%5D=cam-laughing-gas-hybrid-premium-flower-14g,4,108,3.7%,6.34
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=orange-apricot-100mg-distillate-chews-10pk,4,108,3.7%,6.61
https://www.jungleboys.com/menu/florida/jungle-boys-daytona-beach?dtche%5Bproduct%5D=choco-taco-cold-cure,4,108,3.7%,15.86
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=permanent-marker-bx1-3-5g,4,107,3.74%,7.72
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=zamarelo-premium,4,107,3.74%,18.72
https://www.jungleboys.com/menu/florida/jungle-boys-ocala?dtche%5Bproduct%5D=chocolate-chips-premium-flower,4,106,3.77%,5.51
https://www.jungleboys.com/menu/florida/jungle-boys-bonita-springs?dtche%5Bproduct%5D=la-kush-cake-premium-flower,4,106,3.77%,9.21
https://www.jungleboys.com/menu/florida/jungle-boys-miami-beach?dtche%5Bproduct%5D=glueberry-live-rosin-vape-pen,4,105,3.81%,2.77
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=gypsy-soap-live-rosin-disposable-0-6g,4,105,3.81%,8.04
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=jelly-donut-premium-pre-roll,4,105,3.81%,11.7
https://www.jungleboys.com/menu/florida/jungle-boys-west-palm-beach?dtche%5Bproduct%5D=deep-visions-1-live-resin-vape-pen,4,104,3.85%,5.94
https://www.jungleboys.com/menu/florida/miami-beach?dtche%5Bproduct%5D=blam-premium-flower,4,104,3.85%,6.98
https://www.jungleboys.com/menu/california/downtown-los-angeles?dtche%5Bproduct%5D=heritage-hash-co-banana-god-1g-live-rosin-jam,4,102,3.92%,5.85
https://www.jungleboys.com/menu/california/san-diego?dtche%5Bproduct%5D=flavorade-x-pearl-pharma-pearl-og-i-hybrid-cartridge-1g,4,100,4%,4.88
https://www.jungleboys.com/menu/florida/ocala?dtche%5Bproduct%5D=cereal-milk-x-modified-grapes-4-premium-flower,4,96,4.17%,4.83
https://www.jungleboys.com/menu/florida/bonita-springs?dtche%5Bproduct%5D=chocolate-chips-premium-flower,4,92,4.35%,5.14
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=violet-vixen-live-resin-disposable-1g,4,92,4.35%,7.99
https://www.jungleboys.com/menu/florida/jungle-boys-miami?dtche%5Bproduct%5D=chocolate-chips-live-rosin-vape-pen,4,91,4.4%,6.51
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bproduct%5D=honey-velvet-premium-pre-roll,4,89,4.49%,26.09
https://www.jungleboys.com/menu/california/pomona?dtche%5Bpath%5D=products/edibles/drinks,4,88,4.55%,6.75
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bpath%5D=products/edibles/live-rosin-gummies,4,88,4.55%,8.18
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=06-og-55-full-melt,4,83,4.82%,5.92
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bproduct%5D=orange-cherries-premium-flower,4,83,4.82%,7.36
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bproduct%5D=frozen-grapes-live-rosin-vape-pen,4,82,4.88%,13.78
https://www.jungleboys.com/menu/florida/jungle-boys-west-palm-beach?dtche%5Bproduct%5D=starburst-x-fuji-live-resin-vape-pen,4,81,4.94%,6.02
https://www.jungleboys.com/menu/california/san-diego?dtche%5Bproduct%5D=kaizen-purple-punch-indica-premium-flower-3-5g,4,76,5.26%,4.99
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=planet-of-the-grapes-disposable-2g,4,75,5.33%,13.56
https://www.jungleboys.com/menu/california/san-diego?dtche%5Bproduct%5D=clsics-blue-crack-sativa-live-rosin-cartridge-1g,4,74,5.41%,6.66
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bproduct%5D=orange-apricot-premium-flower,4,73,5.48%,9.99
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=queen-s-delight-pre-roll-2-x-0-5g,4,72,5.56%,3.04
https://www.jungleboys.com/menu/florida/orlando?dtche%5Bproduct%5D=strawnana-premium-flower,4,72,5.56%,7.53
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=saffron-swirl-pre-roll-2-x-0-5g,4,69,5.8%,3.07
https://www.jungleboys.com/menu/california/downtown-los-angeles?dtche%5Bproduct%5D=coldfire-cashmere-1g-cured-resin-cartridge,4,67,5.97%,4.06
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=shoedog-drift-infused-pre-roll-travelers-92601,4,66,6.06%,4.56
https://www.jungleboys.com/menu/florida/jungle-boys-miami?dtche%5Bproduct%5D=clementine-1-piatella-cold-cure-full-melt,4,65,6.15%,7.6
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bproduct%5D=rs1000-live-rosin-vape-pen,4,64,6.25%,13.84
